kind,id,payload
history,R001092,"{""record_id"":""R001092"",""employee_id"":""E0196"",""event_id"":""EV_012"",""date"":""2025-07-25"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001093,"{""record_id"":""R001093"",""employee_id"":""E0047"",""event_id"":""EV_039"",""date"":""2025-07-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001094,"{""record_id"":""R001094"",""employee_id"":""E0060"",""event_id"":""EV_027"",""date"":""2025-07-28"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001095,"{""record_id"":""R001095"",""employee_id"":""E0160"",""event_id"":""EV_034"",""date"":""2025-07-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R001096,"{""record_id"":""R001096"",""employee_id"":""E0166"",""event_id"":""EV_039"",""date"":""2025-07-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R001097,"{""record_id"":""R001097"",""employee_id"":""E0028"",""event_id"":""EV_007"",""date"":""2025-07-29"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001098,"{""record_id"":""R001098"",""employee_id"":""E0114"",""event_id"":""EV_008"",""date"":""2025-07-29"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001099,"{""record_id"":""R001099"",""employee_id"":""E0007"",""event_id"":""EV_040"",""date"":""2025-07-30"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001100,"{""record_id"":""R001100"",""employee_id"":""E0165"",""event_id"":""EV_040"",""date"":""2025-07-30"",""due_date"":"""",""status"":""dropped"",""completion_pct"":45,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001101,"{""record_id"":""R001101"",""employee_id"":""E0189"",""event_id"":""EV_040"",""date"":""2025-07-30"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001102,"{""record_id"":""R001102"",""employee_id"":""E0017"",""event_id"":""EV_023"",""date"":""2025-07-31"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""manager""}"
history,R001103,"{""record_id"":""R001103"",""employee_id"":""E0059"",""event_id"":""EV_036"",""date"":""2025-07-31"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""manager""}"
history,R001104,"{""record_id"":""R001104"",""employee_id"":""E0195"",""event_id"":""EV_027"",""date"":""2025-08-01"",""due_date"":"""",""status"":""dropped"",""completion_pct"":30,""score"":"""",""feedback_rating"":""1"",""assigned_by"":""self""}"
history,R001105,"{""record_id"":""R001105"",""employee_id"":""E0034"",""event_id"":""EV_001"",""date"":""2025-08-04"",""due_date"":""2025-09-03"",""status"":""completed"",""completion_pct"":100,""score"":""75"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001106,"{""record_id"":""R001106"",""employee_id"":""E0034"",""event_id"":""EV_002"",""date"":""2025-08-04"",""due_date"":""2025-09-03"",""status"":""completed"",""completion_pct"":100,""score"":""79"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001107,"{""record_id"":""R001107"",""employee_id"":""E0034"",""event_id"":""EV_003"",""date"":""2025-08-04"",""due_date"":""2025-09-03"",""status"":""completed"",""completion_pct"":100,""score"":""89"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001108,"{""record_id"":""R001108"",""employee_id"":""E0140"",""event_id"":""EV_012"",""date"":""2025-08-04"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001109,"{""record_id"":""R001109"",""employee_id"":""E0042"",""event_id"":""EV_013"",""date"":""2025-08-05"",""due_date"":"""",""status"":""dropped"",""completion_pct"":40,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""hr""}"
history,R001110,"{""record_id"":""R001110"",""employee_id"":""E0200"",""event_id"":""EV_004"",""date"":""2025-08-05"",""due_date"":""2025-08-13"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001111,"{""record_id"":""R001111"",""employee_id"":""E0006"",""event_id"":""EV_014"",""date"":""2025-08-06"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001112,"{""record_id"":""R001112"",""employee_id"":""E0023"",""event_id"":""EV_019"",""date"":""2025-08-06"",""due_date"":"""",""status"":""dropped"",""completion_pct"":20,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001113,"{""record_id"":""R001113"",""employee_id"":""E0047"",""event_id"":""EV_005"",""date"":""2025-08-06"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""61"",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R001114,"{""record_id"":""R001114"",""employee_id"":""E0088"",""event_id"":""EV_005"",""date"":""2025-08-06"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""74"",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001115,"{""record_id"":""R001115"",""employee_id"":""E0041"",""event_id"":""EV_032"",""date"":""2025-08-07"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001116,"{""record_id"":""R001116"",""employee_id"":""E0045"",""event_id"":""EV_039"",""date"":""2025-08-07"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001117,"{""record_id"":""R001117"",""employee_id"":""E0093"",""event_id"":""EV_039"",""date"":""2025-08-07"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""hr""}"
history,R001118,"{""record_id"":""R001118"",""employee_id"":""E0120"",""event_id"":""EV_036"",""date"":""2025-08-07"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""hr""}"
history,R001119,"{""record_id"":""R001119"",""employee_id"":""E0013"",""event_id"":""EV_036"",""date"":""2025-08-08"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001120,"{""record_id"":""R001120"",""employee_id"":""E0051"",""event_id"":""EV_040"",""date"":""2025-08-08"",""due_date"":"""",""status"":""dropped"",""completion_pct"":90,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R001121,"{""record_id"":""R001121"",""employee_id"":""E0055"",""event_id"":""EV_036"",""date"":""2025-08-08"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001122,"{""record_id"":""R001122"",""employee_id"":""E0062"",""event_id"":""EV_037"",""date"":""2025-08-08"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001123,"{""record_id"":""R001123"",""employee_id"":""E0075"",""event_id"":""EV_040"",""date"":""2025-08-08"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001124,"{""record_id"":""R001124"",""employee_id"":""E0137"",""event_id"":""EV_037"",""date"":""2025-08-08"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001125,"{""record_id"":""R001125"",""employee_id"":""E0155"",""event_id"":""EV_005"",""date"":""2025-08-08"",""due_date"":"""",""status"":""dropped"",""completion_pct"":20,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001126,"{""record_id"":""R001126"",""employee_id"":""E0098"",""event_id"":""EV_019"",""date"":""2025-08-11"",""due_date"":"""",""status"":""dropped"",""completion_pct"":90,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001127,"{""record_id"":""R001127"",""employee_id"":""E0143"",""event_id"":""EV_034"",""date"":""2025-08-11"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R001128,"{""record_id"":""R001128"",""employee_id"":""E0192"",""event_id"":""EV_039"",""date"":""2025-08-11"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001129,"{""record_id"":""R001129"",""employee_id"":""E0071"",""event_id"":""EV_027"",""date"":""2025-08-12"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001130,"{""record_id"":""R001130"",""employee_id"":""E0079"",""event_id"":""EV_008"",""date"":""2025-08-12"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001131,"{""record_id"":""R001131"",""employee_id"":""E0124"",""event_id"":""EV_022"",""date"":""2025-08-12"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001132,"{""record_id"":""R001132"",""employee_id"":""E0127"",""event_id"":""EV_005"",""date"":""2025-08-12"",""due_date"":"""",""status"":""dropped"",""completion_pct"":80,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001133,"{""record_id"":""R001133"",""employee_id"":""E0185"",""event_id"":""EV_035"",""date"":""2025-08-12"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""80"",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001134,"{""record_id"":""R001134"",""employee_id"":""E0052"",""event_id"":""EV_037"",""date"":""2025-08-13"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001135,"{""record_id"":""R001135"",""employee_id"":""E0137"",""event_id"":""EV_009"",""date"":""2025-08-13"",""due_date"":"""",""status"":""dropped"",""completion_pct"":10,""score"":"""",""feedback_rating"":""1"",""assigned_by"":""manager""}"
history,R001136,"{""record_id"":""R001136"",""employee_id"":""E0145"",""event_id"":""EV_040"",""date"":""2025-08-13"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001137,"{""record_id"":""R001137"",""employee_id"":""E0034"",""event_id"":""EV_004"",""date"":""2025-08-14"",""due_date"":""2025-08-31"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001138,"{""record_id"":""R001138"",""employee_id"":""E0055"",""event_id"":""EV_023"",""date"":""2025-08-14"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001139,"{""record_id"":""R001139"",""employee_id"":""E0031"",""event_id"":""EV_037"",""date"":""2025-08-15"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001140,"{""record_id"":""R001140"",""employee_id"":""E0048"",""event_id"":""EV_040"",""date"":""2025-08-18"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""manager""}"
history,R001141,"{""record_id"":""R001141"",""employee_id"":""E0080"",""event_id"":""EV_021"",""date"":""2025-08-19"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001142,"{""record_id"":""R001142"",""employee_id"":""E0197"",""event_id"":""EV_040"",""date"":""2025-08-19"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001143,"{""record_id"":""R001143"",""employee_id"":""E0192"",""event_id"":""EV_019"",""date"":""2025-08-20"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R001144,"{""record_id"":""R001144"",""employee_id"":""E0074"",""event_id"":""EV_027"",""date"":""2025-08-21"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001145,"{""record_id"":""R001145"",""employee_id"":""E0142"",""event_id"":""EV_001"",""date"":""2025-08-21"",""due_date"":""2025-09-20"",""status"":""overdue"",""completion_pct"":60,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001146,"{""record_id"":""R001146"",""employee_id"":""E0142"",""event_id"":""EV_002"",""date"":""2025-08-21"",""due_date"":""2025-09-20"",""status"":""completed"",""completion_pct"":100,""score"":""78"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001147,"{""record_id"":""R001147"",""employee_id"":""E0142"",""event_id"":""EV_003"",""date"":""2025-08-21"",""due_date"":""2025-09-20"",""status"":""completed"",""completion_pct"":100,""score"":""88"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001148,"{""record_id"":""R001148"",""employee_id"":""E0166"",""event_id"":""EV_033"",""date"":""2025-08-21"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""81"",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001149,"{""record_id"":""R001149"",""employee_id"":""E0184"",""event_id"":""EV_009"",""date"":""2025-08-21"",""due_date"":"""",""status"":""dropped"",""completion_pct"":40,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R001150,"{""record_id"":""R001150"",""employee_id"":""E0011"",""event_id"":""EV_020"",""date"":""2025-08-22"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""99"",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001151,"{""record_id"":""R001151"",""employee_id"":""E0160"",""event_id"":""EV_036"",""date"":""2025-08-22"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001152,"{""record_id"":""R001152"",""employee_id"":""E0162"",""event_id"":""EV_009"",""date"":""2025-08-22"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""83"",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001153,"{""record_id"":""R001153"",""employee_id"":""E0012"",""event_id"":""EV_032"",""date"":""2025-08-25"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001154,"{""record_id"":""R001154"",""employee_id"":""E0029"",""event_id"":""EV_040"",""date"":""2025-08-25"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001155,"{""record_id"":""R001155"",""employee_id"":""E0042"",""event_id"":""EV_015"",""date"":""2025-08-25"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""75"",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R001156,"{""record_id"":""R001156"",""employee_id"":""E0051"",""event_id"":""EV_034"",""date"":""2025-08-25"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001157,"{""record_id"":""R001157"",""employee_id"":""E0055"",""event_id"":""EV_040"",""date"":""2025-08-25"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R001158,"{""record_id"":""R001158"",""employee_id"":""E0165"",""event_id"":""EV_027"",""date"":""2025-08-26"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R001159,"{""record_id"":""R001159"",""employee_id"":""E0180"",""event_id"":""EV_035"",""date"":""2025-08-26"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""87"",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001160,"{""record_id"":""R001160"",""employee_id"":""E0007"",""event_id"":""EV_006"",""date"":""2025-08-27"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001161,"{""record_id"":""R001161"",""employee_id"":""E0047"",""event_id"":""EV_011"",""date"":""2025-08-27"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001162,"{""record_id"":""R001162"",""employee_id"":""E0113"",""event_id"":""EV_027"",""date"":""2025-08-27"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001163,"{""record_id"":""R001163"",""employee_id"":""E0142"",""event_id"":""EV_004"",""date"":""2025-08-27"",""due_date"":""2025-09-17"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""hr""}"
history,R001164,"{""record_id"":""R001164"",""employee_id"":""E0170"",""event_id"":""EV_036"",""date"":""2025-08-27"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001165,"{""record_id"":""R001165"",""employee_id"":""E0027"",""event_id"":""EV_029"",""date"":""2025-08-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""87"",""feedback_rating"":""4"",""assigned_by"":""hr""}"
history,R001166,"{""record_id"":""R001166"",""employee_id"":""E0028"",""event_id"":""EV_040"",""date"":""2025-08-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001167,"{""record_id"":""R001167"",""employee_id"":""E0039"",""event_id"":""EV_036"",""date"":""2025-08-28"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001168,"{""record_id"":""R001168"",""employee_id"":""E0186"",""event_id"":""EV_005"",""date"":""2025-08-28"",""due_date"":"""",""status"":""dropped"",""completion_pct"":75,""score"":"""",""feedback_rating"":""1"",""assigned_by"":""self""}"
history,R001169,"{""record_id"":""R001169"",""employee_id"":""E0189"",""event_id"":""EV_019"",""date"":""2025-08-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001170,"{""record_id"":""R001170"",""employee_id"":""E0044"",""event_id"":""EV_037"",""date"":""2025-09-01"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001171,"{""record_id"":""R001171"",""employee_id"":""E0107"",""event_id"":""EV_026"",""date"":""2025-09-01"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""manager""}"
history,R001172,"{""record_id"":""R001172"",""employee_id"":""E0195"",""event_id"":""EV_026"",""date"":""2025-09-01"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R001173,"{""record_id"":""R001173"",""employee_id"":""E0032"",""event_id"":""EV_036"",""date"":""2025-09-02"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001174,"{""record_id"":""R001174"",""employee_id"":""E0068"",""event_id"":""EV_017"",""date"":""2025-09-02"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001175,"{""record_id"":""R001175"",""employee_id"":""E0118"",""event_id"":""EV_013"",""date"":""2025-09-02"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""63"",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001176,"{""record_id"":""R001176"",""employee_id"":""E0200"",""event_id"":""EV_012"",""date"":""2025-09-02"",""due_date"":"""",""status"":""dropped"",""completion_pct"":25,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R001177,"{""record_id"":""R001177"",""employee_id"":""E0098"",""event_id"":""EV_005"",""date"":""2025-09-03"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""71"",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001178,"{""record_id"":""R001178"",""employee_id"":""E0123"",""event_id"":""EV_014"",""date"":""2025-09-03"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001179,"{""record_id"":""R001179"",""employee_id"":""E0086"",""event_id"":""EV_039"",""date"":""2025-09-04"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001180,"{""record_id"":""R001180"",""employee_id"":""E0109"",""event_id"":""EV_014"",""date"":""2025-09-05"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001181,"{""record_id"":""R001181"",""employee_id"":""E0005"",""event_id"":""EV_039"",""date"":""2025-09-08"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001182,"{""record_id"":""R001182"",""employee_id"":""E0111"",""event_id"":""EV_005"",""date"":""2025-09-08"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""73"",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001183,"{""record_id"":""R001183"",""employee_id"":""E0134"",""event_id"":""EV_008"",""date"":""2025-09-08"",""due_date"":"""",""status"":""dropped"",""completion_pct"":15,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001184,"{""record_id"":""R001184"",""employee_id"":""E0169"",""event_id"":""EV_036"",""date"":""2025-09-08"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001185,"{""record_id"":""R001185"",""employee_id"":""E0035"",""event_id"":""EV_038"",""date"":""2025-09-09"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""85"",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001186,"{""record_id"":""R001186"",""employee_id"":""E0067"",""event_id"":""EV_040"",""date"":""2025-09-09"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R001187,"{""record_id"":""R001187"",""employee_id"":""E0122"",""event_id"":""EV_013"",""date"":""2025-09-09"",""due_date"":"""",""status"":""dropped"",""completion_pct"":15,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001188,"{""record_id"":""R001188"",""employee_id"":""E0079"",""event_id"":""EV_040"",""date"":""2025-09-10"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""manager""}"
history,R001189,"{""record_id"":""R001189"",""employee_id"":""E0154"",""event_id"":""EV_011"",""date"":""2025-09-10"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""manager""}"
history,R001190,"{""record_id"":""R001190"",""employee_id"":""E0182"",""event_id"":""EV_036"",""date"":""2025-09-10"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001191,"{""record_id"":""R001191"",""employee_id"":""E0181"",""event_id"":""EV_023"",""date"":""2025-09-11"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001192,"{""record_id"":""R001192"",""employee_id"":""E0098"",""event_id"":""EV_009"",""date"":""2025-09-12"",""due_date"":"""",""status"":""dropped"",""completion_pct"":50,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001193,"{""record_id"":""R001193"",""employee_id"":""E0169"",""event_id"":""EV_039"",""date"":""2025-09-12"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001194,"{""record_id"":""R001194"",""employee_id"":""E0067"",""event_id"":""EV_016"",""date"":""2025-09-15"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001195,"{""record_id"":""R001195"",""employee_id"":""E0151"",""event_id"":""EV_001"",""date"":""2025-09-15"",""due_date"":""2025-10-15"",""status"":""completed"",""completion_pct"":100,""score"":""73"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001196,"{""record_id"":""R001196"",""employee_id"":""E0151"",""event_id"":""EV_002"",""date"":""2025-09-15"",""due_date"":""2025-10-15"",""status"":""completed"",""completion_pct"":100,""score"":""92"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001197,"{""record_id"":""R001197"",""employee_id"":""E0151"",""event_id"":""EV_003"",""date"":""2025-09-15"",""due_date"":""2025-10-15"",""status"":""completed"",""completion_pct"":100,""score"":""89"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001198,"{""record_id"":""R001198"",""employee_id"":""E0192"",""event_id"":""EV_011"",""date"":""2025-09-15"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001199,"{""record_id"":""R001199"",""employee_id"":""E0102"",""event_id"":""EV_008"",""date"":""2025-09-16"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R001200,"{""record_id"":""R001200"",""employee_id"":""E0153"",""event_id"":""EV_036"",""date"":""2025-09-16"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R001201,"{""record_id"":""R001201"",""employee_id"":""E0041"",""event_id"":""EV_036"",""date"":""2025-09-17"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R001202,"{""record_id"":""R001202"",""employee_id"":""E0102"",""event_id"":""EV_013"",""date"":""2025-09-17"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R001203,"{""record_id"":""R001203"",""employee_id"":""E0105"",""event_id"":""EV_038"",""date"":""2025-09-17"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""94"",""feedback_rating"":""2"",""assigned_by"":""manager""}"
history,R001204,"{""record_id"":""R001204"",""employee_id"":""E0151"",""event_id"":""EV_004"",""date"":""2025-09-17"",""due_date"":""2025-10-11"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R001205,"{""record_id"":""R001205"",""employee_id"":""E0017"",""event_id"":""EV_039"",""date"":""2025-09-18"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
